83947,13616
83955,13460
38960,9931
19655,8166
19656,7633
19657,7333
19658,7180
19659,7155
13810,6422
36878,6142
36877,5483
38949,5202
38959,4824
16037,4791
36876,4751
19654,4445
95437,4404
17030,4341
26454,4075
16039,4055
14570,3945
36875,3921
95438,3907
3781,3749
27132,3701
9811,3605
19660,3583
19943,3560
16048,3522
27141,3510
27142,3500
36879,3495
24253,3478
95439,3471
2282,3465
25620,3453
51621,3435
5173,3427
18021,3427
26015,3418
22828,3410
4722,3404
26453,3371
4739,3368
4721,3357
13245,3345
12705,3341
13808,3333
4740,3325
52799,3316
32167,3313
16040,3302
13809,3300
16664,3298
4741,3294
58671,3284
19942,3283
18840,3269
74184,3260
31039,3249
25953,3224
21250,3220
14220,3194
5442,3180
14051,3167
26455,3165
16049,3123
82194,3116
415,3051
13069,3047
3780,3046
95440,3035
17026,3032
96567,3029
77038,3028
47489,3012
38472,2993
66053,2981
82189,2967
28517,2964
21162,2951
48131,2944
77039,2944
27133,2934
65114,2922
24844,2917
15041,2892
76569,2879
32340,2877
14571,2872
16665,2855
13084,2825
18488,2823
26452,2813
19944,2808
37194,2801
16050,2800
17029,2800
74046,2799
81979,2795
66064,2783
9812,2778
79166,2770
36874,2767
13244,2759
23405,2757
3867,2751
28519,2747
83379,2747
5172,2741
51684,2737
11843,2731
27918,2730
47757,2729
43982,2728
65113,2725
26003,2724
77040,2708
25990,2694
38558,2689
82190,2689
74047,2687
14572,2686
21165,2686
17402,2671
40362,2669
33873,2665
677,2661
38561,2660
65115,2657
51268,2645
51712,2645
38462,2643
12706,2635
36704,2635
29605,2634
82199,2632
12077,2629
77037,2628
37195,2617
36708,2613
5212,2588
16047,2580
18489,2580
47770,2577
38448,2576
38456,2575
46671,2567
35850,2551
83175,2548
95441,2547
12403,2536
96568,2529
77026,2527
16034,2524
34836,2523
11362,2518
84093,2509
15652,2505
33594,2500
20362,2499
86020,2498
11265,2494
51880,2493
77041,2491
16834,2489
44877,2486
82738,2486
34965,2484
53320,2479
82186,2473
381,2470
71495,2466
16683,2462
18832,2460
17184,2456
22618,2454
31055,2450
66052,2450
16046,2449
82188,2446
36681,2439
66063,2438
37196,2437
40361,2431
16038,2430
11844,2424
5155,2423
3877,2421
16835,2421
13281,2419
29314,2415
35837,2415
40062,2411
49237,2409
4476,2407
21873,2397
51678,2397
16666,2389
32179,2389
10237,2387
21244,2384
53875,2384
35537,2383
20361,2380
10499,2377
53319,2377
25724,2376
43981,2372
90400,2372
28518,2369
77036,2367
18490,2366
13634,2365
17218,2365
20417,2364
28575,2361
71322,2361
18229,2359
45136,2356
28227,2353
65116,2350
37229,2347
45341,2347
16836,2346
76306,2339
382,2336
59269,2334
37193,2331
21883,2330
28247,2330
38471,2328
16504,2324
38565,2323
28631,2318
86336,2315
66054,2307
65112,2305
5169,2304
18228,2304
41067,2301
29604,2300
23406,2294
29790,2289
16041,2284
69621,2284
68787,2281
43983,2270
83857,2269
16833,2264
83176,2264
5254,2262
38670,2261
46672,2257
69625,2257
9810,2253
54017,2253
47771,2246
8567,2242
59268,2241
9243,2239
40360,2239
5467,2238
26002,2238
3811,2237
6193,2236
26456,2235
11403,2233
70748,2233
13641,2232
12076,2228
81438,2228
19929,2227
7169,2226
25991,2226
20360,2225
13640,2224
48167,2224
20328,2221
65759,2221
37761,2220
33909,2218
83174,2218
16663,2217
3812,2215
74365,2215
3819,2214
13635,2213
2712,2212
76298,2209
51726,2205
82193,2203
66065,2202
61903,2200
77028,2200
12078,2194
47758,2191
47756,2189
84270,2187
42962,2186
13642,2185
29894,2184
45150,2184
21565,2182
71326,2181
68788,2180
83894,2180
51620,2178
62450,2177
68692,2172
81977,2170
46781,2164
11845,2162
39556,2161
46070,2160
95442,2160
13154,2158
16832,2158
46961,2158
29315,2156
53309,2156
7647,2155
59267,2153
23663,2150
83172,2149
13636,2147
38418,2146
27134,2145
13637,2143
40359,2141
54018,2141
67583,2141
77035,2141
13639,2135
26618,2134
18183,2131
45257,2131
13638,2130
19941,2126
26836,2126
47092,2124
44807,2122
64832,2122
40551,2118
16831,2114
36705,2113
53321,2113
29606,2112
29893,2111
20359,2109
27919,2109
13034,2107
38473,2106
47723,2105
383,2104
81432,2103
30760,2100
38439,2100
51713,2100
62451,2098
20363,2097
69622,2097
18160,2096
89244,2096
18491,2093
51619,2089
43980,2088
52783,2086
81677,2086
65347,2085
47769,2081
61904,2081
82903,2078
61910,2077
476,2076
83907,2076
19945,2075
78517,2073
44775,2071
50939,2071
81734,2071
78852,2070
62449,2069
10505,2067
24401,2064
21782,2063
26619,2062
66062,2061
27135,2060
61909,2060
61908,2058
46673,2057
9896,2056
44632,2056
45151,2049
3810,2047
2386,2046
68915,2045
37230,2043
19025,2040
12273,2038
24516,2037
35849,2037
51267,2037
45342,2036
46674,2035
13146,2034
26379,2030
11069,2029
82192,2029
61905,2026
65117,2025
16830,2021
38464,2019
20416,2018
38166,2017
20418,2016
16042,2013
51321,2013
51618,2013
21549,2012
82187,2012
16667,2010
61906,2010
9256,2009
11842,2008
68691,2008
33872,2007
30886,2006
51717,2006
5327,2002
15692,2002
35843,2002
40550,2002
76296,1997
3813,1996
62441,1996
9813,1995
16967,1995
29881,1995
62443,1994
18841,1993
72524,1992
45149,1990
33010,1988
756,1987
8360,1987
14387,1987
27000,1987
62549,1987
5603,1983
62442,1982
62438,1981
29313,1980
61907,1980
4865,1979
11560,1979
59266,1977
51346,1974
26620,1972
51679,1972
92882,1969
37419,1966
21887,1965
45256,1964
3809,1960
57400,1958
5505,1954
23540,1954
10355,1953
28562,1953
23487,1952
5504,1951
20358,1951
37180,1951
38167,1951
51473,1951
17183,1950
28248,1950
46670,1949
82191,1949
51725,1947
66051,1946
10870,1944
52974,1944
53266,1944
18019,1943
74366,1942
27146,1939
77029,1938
21877,1936
94503,1935
35829,1934
9178,1933
25283,1932
46859,1930
86337,1930
8955,1928
5439,1926
21245,1925
65111,1925
35827,1924
70671,1921
19203,1918
384,1917
71494,1915
47818,1913
51417,1913
46675,1912
63798,1912
75199,1912
56152,1911
95443,1911
51349,1910
44239,1908
71493,1908
13032,1906
18460,1906
29895,1906
26835,1904
38671,1904
38909,1904
84332,1903
81417,1902
12704,1900
8773,1898
68383,1898
79566,1897
6557,1896
29402,1896
59270,1896
8669,1895
57422,1894
79854,1893
11846,1892
12075,1892
17032,1892
51680,1892
86561,1892
46642,1891
29603,1890
53307,1890
15042,1889
18020,1888
14133,1886
45255,1886
92881,1886
13643,1885
38401,1885
21874,1884
25300,1884
10228,1883
69623,1883
78563,1882
21882,1880
38458,1877
37192,1876
73590,1876
96039,1875
40552,1872
17401,1871
16837,1869
46868,1869
51681,1868
7518,1867
28577,1867
38474,1867
9891,1863
37968,1862
45152,1862
68939,1862
70565,1861
5150,1860
73993,1860
493,1859
21686,1859
38465,1858
3062,1857
26617,1857
53949,1856
64950,1856
77034,1856
29807,1853
45858,1853
9814,1852
29791,1852
18643,1850
38457,1850
45380,1850
65348,1850
46780,1847
52977,1847
14386,1845
15693,1843
3808,1841
21884,1841
3551,1839
21246,1838
29110,1837
44776,1837
24841,1836
385,1835
51682,1834
3779,1833
53318,1833
14379,1832
23407,1832
54513,1832
28574,1831
37115,1831
7170,1830
12305,1830
12707,1830
33505,1829
84178,1828
61902,1827
41384,1826
23645,1825
28262,1825
45343,1824
48738,1824
59281,1824
3550,1823
26622,1823
47724,1820
83173,1820
36873,1819
47772,1819
5604,1816
38168,1816
18492,1815
43984,1814
29316,1813
40160,1813
83168,1813
84484,1812
18844,1811
18230,1809
26393,1809
14644,1807
70763,1807
86335,1807
25342,1805
30759,1805
42963,1805
1237,1804
22723,1804
34080,1804
81453,1803
81,1801
52080,1800
13845,1799
57377,1799
51683,1798
56155,1798
12984,1797
32172,1797
54807,1797
16445,1795
26451,1795
15802,1794
40140,1794
79562,1794
16043,1791
22088,1791
39061,1791
46962,1791
7650,1790
15694,1790
10506,1787
78812,1787
69805,1786
81419,1786
27143,1785
5200,1784
18795,1784
21163,1784
95735,1784
8670,1783
80904,1782
81801,1782
21249,1780
95008,1780
14388,1779
18842,1779
36464,1779
16332,1778
74540,1778
49345,1777
21566,1774
70000,1774
3814,1773
21164,1773
37762,1773
39573,1773
21878,1772
43979,1772
22688,1771
66061,1771
85776,1770
14573,1769
60790,1769
29614,1767
46779,1767
69620,1767
96049,1767
85845,1766
12151,1765
18193,1765
55485,1765
84289,1765
47749,1764
25992,1763
79853,1762
81980,1762
30953,1761
3549,1759
68940,1759
71130,1759
29721,1758
86311,1757
46926,1756
40549,1755
10504,1754
55082,1754
94504,1754
6190,1753
71488,1752
77030,1751
7168,1750
49344,1749
17188,1748
27337,1748
36706,1748
13075,1747
83639,1747
2847,1746
50938,1746
36007,1745
44643,1745
37501,1744
79565,1744
10599,1743
15696,1743
3822,1742
68582,1741
87685,1740
3823,1739
20364,1739
65028,1739
35148,1737
25179,1736
16858,1735
28579,1735
4788,1734
391,1733
12079,1733
22914,1733
21564,1732
